cause,fire,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65
Ctrl01,0,-0.9182245154153528,-1.0786196802307173,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9182245154153528,-1.0786196802307173,-0.5001038066963762,-0.3747011538873258,-0.3998251084600085,-0.9092255083846248,-1.006474583109622,-0.5001038066963762,-0.3747011538873258,-0.3998251084600085,-0.9092255083846248,-1.006474583109622,-0.5001038066963762,-0.3747011538873258,-0.3998251084600085,-0.9002265013538965,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9002265013538965,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9002265013538965,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9002265013538965,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9092255083846248,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9092255083846248,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9002265013538965,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9002265013538965,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085,-0.9002265013538965,-1.006474583109622,-0.4894641246124634,-0.3747011538873258,-0.3998251084600085
Exp01,1,-0.9002265013538965,-0.9343294859885242,-0.4894641246124634,-0.3728919381027424,-0.3998251084600085,-0.9002265013538965,-0.9343294859885242,-0.4894641246124634,-0.3724898901506128,-0.3998251084600085,-0.9002265013538965,-0.9343294859885242,-0.5001038066963762,-0.3726909141266776,-0.3997045068696052,-0.9002265013538965,-0.9343294859885242,-0.4894641246124634,-0.372288866174548,-0.3984984909655725,-0.9092255083846248,-0.9343294859885242,-0.5001038066963762,-0.3724898901506128,-0.3983778893751692,-0.9092255083846248,-0.9343294859885242,-0.4894641246124634,-0.3740980819591313,-0.3980160846039595,-0.9092255083846248,-0.9343294859885242,-0.4894641246124634,-0.3728919381027424,-0.3975336782423464,-0.9092255083846248,-0.9343294859885242,-0.4894641246124634,-0.3732939860548721,-0.3971718734711366,-0.9092255083846248,-0.9343294859885242,-0.4894641246124634,-0.3726909141266776,-0.3953628496150875,-0.9092255083846248,-0.9343294859885242,-0.4788244425285507,-0.3730929620788072,-0.393795028939845,-0.9092255083846248,-0.9343294859885242,-0.4894641246124634,-0.3724898901506128,-0.392468411445409,-0.9092255083846248,-0.9343294859885242,-0.4681847604446379,-0.3724898901506128,-0.3913829971317796,-0.9092255083846248,-0.9343294859885242,-0.4681847604446379,-0.370077602437835,-0.3842675032979867
Ctrl02,0,0.7015967501156969,1.0135881362810897,0.0957183900027386,-0.3747011538873258,-0.3998251084600085,0.7015967501156969,1.0135881362810897,0.1063580720866514,-0.3747011538873258,-0.3998251084600085,0.737592778238609,1.0135881362810897,0.1063580720866514,-0.3747011538873258,-0.3998251084600085,0.737592778238609,1.0135881362810897,0.1169977541705641,-0.3747011538873258,-0.3998251084600085,0.7465917852693372,1.0135881362810897,0.1276374362544769,-0.3747011538873258,-0.3998251084600085,0.7465917852693372,1.0135881362810897,0.1276374362544769,-0.3747011538873258,-0.3998251084600085,0.7555907923000654,1.0135881362810897,0.1276374362544769,-0.3747011538873258,-0.3998251084600085,0.7555907923000654,1.0135881362810897,0.1276374362544769,-0.3747011538873258,-0.3998251084600085,0.7465917852693372,1.0135881362810897,0.1382771183383897,-0.3747011538873258,-0.3998251084600085,0.7465917852693372,1.0135881362810897,0.1382771183383897,-0.3747011538873258,-0.3998251084600085,0.737592778238609,1.0135881362810897,0.1382771183383897,-0.3747011538873258,-0.3998251084600085,0.737592778238609,1.0135881362810897,0.1489168004223025,-0.3747011538873258,-0.3998251084600085,0.7285937712078808,1.0135881362810897,0.1489168004223025,-0.3747011538873258,-0.3998251084600085
Exp02,1,0.6206056868391445,1.0135881362810897,0.3085120316809939,-0.3682683866532517,-0.3724485474384663,0.6206056868391445,1.0135881362810897,0.3191517137649067,-0.3664591708686684,-0.3701571172208041,0.6386037009006003,1.0135881362810897,0.3404310779327322,-0.3656550749644091,-0.3688304997263681,0.6386037009006003,1.0135881362810897,0.3617104421005578,-0.3660571229165387,-0.3661772647374962,0.6566017149620567,1.0135881362810897,0.3936294883522961,-0.3638458591798258,-0.3608707947597523,0.6566017149620567,1.0135881362810897,0.4149088525201216,-0.3616345954431128,-0.3590617709037033,0.6656007219927849,1.0135881362810897,0.4468278987718599,-0.3622376673713073,-0.3583381613612836,0.6656007219927849,1.0135881362810897,0.4574675808557727,-0.361433571467048,-0.3579763565900739,0.6745997290235131,1.0135881362810897,0.4787469450235982,-0.3606294755627888,-0.3586999661324935,0.6745997290235131,1.0135881362810897,0.489386627107511,-0.360428451586724,-0.3573733486380575,0.6835987360542406,1.0135881362810897,0.489386627107511,-0.3592223077303351,-0.3582175597708804,0.6835987360542406,1.0135881362810897,0.5106659912753365,-0.3584182118260758,-0.357614551818864,0.6835987360542406,1.0135881362810897,0.531945355443162,-0.3570110439936221,-0.3545995120587823
Ctrl01,0,-1.350176852890299,-0.7178941946252331,-0.6065006275355039,-0.3747011538873258,-0.3998251084600085,-1.350176852890299,-0.7178941946252331,-0.6065006275355039,-0.3747011538873258,-0.3998251084600085,-1.3321788388288434,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3321788388288434,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.6457490975041378,-0.5852212633676784,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.6457490975041378,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3141808247673872,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.3141808247673872,-0.7178941946252331,-0.5958609454515912,-0.3747011538873258,-0.3998251084600085,-1.305181817736659,-0.6457490975041378,-0.5852212633676784,-0.3747011538873258,-0.3998251084600085
Exp01,1,-1.305181817736659,-0.6457490975041378,-0.5852212633676784,-0.3747011538873258,-0.3998251084600085,-1.3141808247673872,-0.7178941946252331,-0.5852212633676784,-0.3747011538873258,-0.3998251084600085,-1.3141808247673872,-0.7178941946252331,-0.5745815812837656,-0.3742991059351961,-0.3993427020983954,-1.305181817736659,-0.7178941946252331,-0.5745815812837656,-0.3724898901506128,-0.3994633036887987,-1.305181817736659,-0.7178941946252331,-0.5745815812837656,-0.3728919381027424,-0.3983778893751692,-1.305181817736659,-0.7178941946252331,-0.5745815812837656,-0.3712837462942239,-0.391986005083796,-1.305181817736659,-0.7178941946252331,-0.5639418991998528,-0.3718868182224183,-0.3896945748661338,-1.305181817736659,-0.7178941946252331,-0.5426625350320273,-0.3692735065335757,-0.3825790810323409,-1.305181817736659,-0.7178941946252331,-0.5426625350320273,-0.3672632667729276,-0.3796846428626624,-1.305181817736659,-0.7178941946252331,-0.5213831708642018,-0.3664591708686684,-0.3740163681137087,-1.305181817736659,-0.7178941946252331,-0.5001038066963762,-0.3644489311080202,-0.3729309538000793,-1.2961828107059314,-0.7178941946252331,-0.5001038066963762,-0.3620366433952425,-0.3716043363056434,-1.2961828107059314,-0.7178941946252331,-0.5001038066963762,-0.3628407392995017,-0.3737751649329022
Ctrl02,0,0.6386037009006003,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6386037009006003,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.329868893353772,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6296046938698727,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6206056868391445,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6206056868391445,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085,0.6206056868391445,0.7971528449177988,-0.3192292112698592,-0.3747011538873258,-0.3998251084600085
Exp02,1,0.6026076727776882,0.7971528449177988,-0.2341117545985571,-0.366861218820798,-0.3776344158258068,0.6026076727776882,0.7971528449177988,-0.2234720725146443,-0.3644489311080202,-0.3718455394864499,0.6026076727776882,0.7971528449177988,-0.2128323904307315,-0.3648509790601499,-0.3640064361102373,0.6026076727776882,0.7971528449177988,-0.191553026262906,-0.3634438112276962,-0.3640064361102373,0.6026076727776882,0.7971528449177988,-0.191553026262906,-0.3618356194191777,-0.363403428158221,0.6026076727776882,0.7971528449177988,-0.1809133441789932,-0.3612325474909832,-0.3659360615566897,0.6026076727776882,0.7971528449177988,-0.191553026262906,-0.360428451586724,-0.3707601251728205,0.6116066798084164,0.7971528449177988,-0.1809133441789932,-0.3608304995388536,-0.3724485474384663,0.6116066798084164,0.7971528449177988,-0.1809133441789932,-0.3590212837542703,-0.3747399776561284,0.6116066798084164,0.7971528449177988,-0.1809133441789932,-0.360428451586724,-0.3751017824273382,0.6116066798084164,0.7971528449177988,-0.1809133441789932,-0.3608304995388536,-0.3773932126450003,0.6116066798084164,0.7971528449177988,-0.1809133441789932,-0.3602274276106592,-0.3777550174162101,0.6116066798084164,0.7971528449177988,-0.191553026262906,-0.3608304995388536,-0.3775138142354036
Ctrl01,0,-1.3951718880439394,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085,-1.3951718880439394,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085,-1.3951718880439394,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085,-1.3951718880439394,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085,-1.3951718880439394,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085,-1.3951718880439394,-0.6457490975041378,-0.8033347460878901,-0.3747011538873258,-0.3998251084600085,-1.3951718880439394,-0.6457490975041378,-0.8086545871298465,-0.3747011538873258,-0.3998251084600085,-1.3906723845285758,-0.6457490975041378,-0.8086545871298465,-0.3747011538873258,-0.3998251084600085,-1.386172881013212,-0.6457490975041378,-0.8086545871298465,-0.3747011538873258,-0.3998251084600085,-1.386172881013212,-0.6457490975041378,-0.8033347460878901,-0.3747011538873258,-0.3998251084600085,-1.386172881013212,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085,-1.3906723845285758,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085,-1.3951718880439394,-0.6457490975041378,-0.7980149050459338,-0.3747011538873258,-0.3998251084600085
Exp01,1,-1.3771738739824837,-0.6457490975041378,-0.7980149050459338,-0.3738970579830665,-0.3991014989175889,-1.3816733774978476,-0.6818216460646842,-0.7980149050459338,-0.3737965459950341,-0.3989808973271856,-1.386172881013212,-0.7178941946252331,-0.7980149050459338,-0.3736960340070017,-0.3988602957367824,-1.386172881013212,-0.7178941946252331,-0.7980149050459338,-0.3738970579830665,-0.3985587917607742,-1.386172881013212,-0.7178941946252331,-0.7980149050459338,-0.3740980819591313,-0.398257287784766,-1.3816733774978476,-0.7178941946252331,-0.7980149050459338,-0.3743996179232285,-0.3983175885799676,-1.3771738739824837,-0.7178941946252331,-0.7980149050459338,-0.3747011538873258,-0.3983778893751692,-1.3771738739824837,-0.7178941946252331,-0.7980149050459338,-0.3747011538873258,-0.3983778893751692,-1.3771738739824837,-0.7178941946252331,-0.7980149050459338,-0.3747011538873258,-0.3983778893751692,-1.3771738739824837,-0.6818216460646842,-0.7980149050459338,-0.3743996179232285,-0.3988602957367824,-1.3771738739824837,-0.6457490975041378,-0.7980149050459338,-0.3740980819591313,-0.3993427020983954,-1.3771738739824837,-0.6818216460646842,-0.7980149050459338,-0.3738970579830665,-0.3988602957367824,-1.3771738739824837,-0.7178941946252331,-0.7980149050459338,-0.3736960340070017,-0.3983778893751692
Ctrl02,0,-1.1701967122757382,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.2421887685215622,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3141808247673872,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3186803282827515,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3231798317981152,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.327679335313479,-0.1046608690959116,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3321788388288434,-0.1407334176564579,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3321788388288434,-0.1046608690959116,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085,-1.3321788388288434,-0.0685883205353626,-0.6809784021228933,-0.3747011538873258,-0.3998251084600085
Exp02,1,-1.386172881013212,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3994633036887987,-1.3906723845285758,-0.1046608690959116,-0.6969379252487624,-0.3736960340070017,-0.398920596531984,-1.3951718880439394,-0.1407334176564579,-0.7022577662907188,-0.3726909141266776,-0.3983778893751692,-1.3906723845285758,-0.1046608690959116,-0.6969379252487624,-0.3736960340070017,-0.3991014989175889,-1.386172881013212,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3998251084600085,-1.386172881013212,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3997648076648069,-1.386172881013212,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3997045068696052,-1.386172881013212,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3995236044840003,-1.386172881013212,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3993427020983954,-1.3906723845285758,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3989808973271856,-1.3951718880439394,-0.0685883205353626,-0.691618084206806,-0.3747011538873258,-0.3986190925559758,-1.3951718880439394,-0.0685883205353626,-0.6969379252487624,-0.3747011538873258,-0.3990411981223872,-1.3951718880439394,-0.0685883205353626,-0.7022577662907188,-0.3747011538873258,-0.3994633036887987
Ctrl03,0,0.7105957571464251,-0.8621843888674262,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,-0.8621843888674262,-0.6596990379550678,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.7900392917463309,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.7900392917463309,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.8621843888674262,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.8621843888674262,-0.6596990379550678,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.8621843888674262,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.8621843888674262,-0.6596990379550678,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.8621843888674262,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7195947641771533,-0.8621843888674262,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7285937712078808,-0.8621843888674262,-0.6703387200389805,-0.3747011538873258,-0.3998251084600085,0.7285937712078808,-0.8621843888674262,-0.6596990379550678,-0.3747011538873258,-0.3998251084600085,0.7285937712078808,-0.7900392917463309,-0.6596990379550678,-0.3747011538873258,-0.3998251084600085
Exp03,1,1.115551073529187,-1.367200068715106,-0.5107434887802891,-0.3535936364005203,-0.3947598416630712,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3543977323047795,-0.3941568337110548,1.115551073529187,-1.367200068715106,-0.5107434887802891,-0.3537946603765851,-0.3935538257590384,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3529905644723258,-0.3935538257590384,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3523874925441314,-0.3928302162166189,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3523874925441314,-0.3929508178070221,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3521864685680665,-0.3935538257590384,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3507793007356128,-0.3939156305302483,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3509803247116777,-0.3943980368918613,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3515833966398721,-0.393795028939845,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3509803247116777,-0.3943980368918613,1.115551073529187,-1.367200068715106,-0.5001038066963762,-0.3511813486877425,-0.3950010448438777,1.115551073529187,-1.367200068715106,-0.5107434887802891,-0.3519854445920017,-0.3945186384822646
Ctrl04,0,0.737592778238609,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.737592778238609,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.1478469708279283,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.1478469708279283,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.1478469708279283,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.1478469708279283,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.2199920679490261,-0.4256260321089869,-0.3747011538873258,-0.3998251084600085,0.7105957571464251,0.2199920679490261,-0.4362657141928996,-0.3747011538873258,-0.3998251084600085
Exp04,1,0.7285937712078808,0.5085724564334124,-0.3937069858572486,-0.3537946603765851,-0.3890915669141175,0.7285937712078808,0.5085724564334124,-0.3937069858572486,-0.3541967083287147,-0.3882473557812946,0.737592778238609,0.5085724564334124,-0.3937069858572486,-0.3541967083287147,-0.3890915669141175,0.737592778238609,0.5085724564334124,-0.3937069858572486,-0.3531915884483906,-0.3883679573716979,0.737592778238609,0.5085724564334124,-0.3937069858572486,-0.3545987562808443,-0.3889709653237142,0.737592778238609,0.5085724564334124,-0.3937069858572486,-0.3545987562808443,-0.3884885589621011,0.737592778238609,0.4364273593123146,-0.4043466679411613,-0.3541967083287147,-0.3890915669141175,0.737592778238609,0.4364273593123146,-0.3937069858572486,-0.3531915884483906,-0.3886091605525044,0.7465917852693372,0.5085724564334124,-0.3937069858572486,-0.3541967083287147,-0.3892121685045208,0.7465917852693372,0.5085724564334124,-0.3937069858572486,-0.3533926124244554,-0.3890915669141175,0.7465917852693372,0.5085724564334124,-0.3937069858572486,-0.3539956843526499,-0.3894533716853273,0.7465917852693372,0.5085724564334124,-0.3937069858572486,-0.3533926124244554,-0.3883679573716979,0.7465917852693372,0.5085724564334124,-0.3937069858572486,-0.3535936364005203,-0.3888503637333109
